InvoiceNo,CustomerID,Date,ProductCategory,Quantity,UnitPrice,DiscountApplied,ReviewRating,IsFirstPurchase,MarketingChannel,Country,TimeOnSite,ShippingCost,ItemsInCart,PreviousSpending,BrowsingSessions,TotalAmount,,,,,,
INV108383,CUST1619,11/24/2023,Home,14,44.17,10.3,,0,Email,USA,385.2,15.94,15,234.7,3,570.63,,,,,,
INV101971,CUST1678,11/24/2023,Electronics,12,101.2,0,1,0,Ads,Germany,288.2,5.88,14,247.03,3,1220.28,,,,,,
INV102153,CUST1963,11/24/2023,Electronics,12,123.07,23,,0,nan,USA,393.2,11.56,14,327.22,4,1148.73,,,,,,
INV106450,CUST1883,11/24/2023,Sports,12,66.2,46.5,4,0,Organic,Germany,268.9,5.2,14,335.01,3,430.2,,,,,,
INV102846,CUST1484,11/24/2023,Electronics,14,117.34,0,,0,Referral,UK,353.5,8.04,14,218.14,5,1650.8,,,,,,
INV104048,CUST1884,11/24/2023,Sports,1,57.4,45.8,3,1,nan,France,145,10.25,3,0,3,41.36,,,,,,
INV103550,CUST1787,11/24/2023,Sports,8,63.15,54.1,5,0,Email,USA,212.6,17.42,8,231.98,2,249.31,,,,,,
INV101007,CUST1851,11/24/2023,Clothing,12,38.12,0,1,0,nan,USA,258.6,6.69,13,367.35,3,464.13,,,,,,
INV107466,CUST1297,11/24/2023,Clothing,14,36.66,18.8,4,0,Email,USA,362.5,18.81,17,374.56,2,435.56,,,,,,
INV104054,CUST1566,11/24/2023,Beauty,36,42.32,0,3,0,Email,USA,32.7,2.42,9,383.88,4,1525.94,,,,,,
INV107733,CUST1586,11/24/2023,Beauty,14,46.02,33.9,,0,Ads,Germany,428.5,11.45,16,319.75,1,437.32,,,,,,
INV104001,CUST1959,11/24/2023,Home,16,49.48,0,3,0,Social,USA,487.3,9.79,18,438,2,801.47,,,,,,
INV107249,CUST1246,11/24/2023,Electronics,12,100.99,0,4,0,Ads,France,361.2,9.9,12,158.74,3,1221.78,,,,,,
INV104606,CUST1663,11/24/2023,Home,15,82.61,42.2,2,0,Email,UK,465.6,0.45,17,266.16,6,716.68,,,,,,
INV106220,CUST1600,11/24/2023,Clothing,11,28.19,0,4,0,Email,Germany,224.6,10.7,13,323.5,1,320.79,,,,,,
INV101060,CUST1110,11/24/2023,Electronics,5,103.55,23.5,4,1,Organic,Australia,82.2,10.34,5,0,4,406.42,,,,,,
INV102710,CUST1483,11/24/2023,Home,7,32.43,0,4,0,Ads,UK,77,2.29,8,347.34,1,229.3,,,,,,
INV106186,CUST1197,11/24/2023,Sports,8,58.01,19.8,,1,Organic,USA,289.3,11.9,9,0,4,384.09,,,,,,
INV101062,CUST1026,11/24/2023,Electronics,11,87.31,6.3,5,0,Social,Germany,309.6,0,12,282.03,5,899.9,,,,,,
INV105478,CUST1041,11/24/2023,Home,12,78.9,28.6,3,1,Referral,Australia,471.3,8.79,13,0,6,684.81,,,,,,
INV103405,CUST1942,11/24/2023,Home,11,40.52,0,3,0,Referral,USA,407.4,0.21,12,200.63,4,445.93,,,,,,
INV103741,CUST1734,11/24/2023,Electronics,14,87.45,0,,0,Email,France,478.4,13.62,17,129,5,1237.92,,,,,,
INV102104,CUST1220,11/24/2023,Clothing,7,33.8,27.5,4,0,Organic,UK,152.8,10.61,8,325.21,5,182.14,,,,,,
INV103318,CUST1152,11/24/2023,Clothing,8,29.3,0,4,0,Organic,USA,255.5,16.23,10,218.83,2,250.63,,,,,,
INV108449,CUST1858,11/24/2023,Clothing,12,27.67,0,4,0,Ads,France,274.1,12.51,13,348.12,2,344.55,,,,,,
INV105868,CUST1107,11/24/2023,Electronics,7,74.91,0,3,1,Referral,USA,281.5,5.57,9,0,4,529.94,,,,,,
INV108170,CUST1006,11/24/2023,Electronics,14,145.64,43.5,4,0,Ads,France,305.4,12.96,14,487.32,3,1164.97,,,,,,
INV108325,CUST1020,11/24/2023,Home,2,59.2,32.6,4,1,Organic,UK,30,2.57,5,0,5,82.37,,,,,,
INV107197,CUST1640,11/24/2023,Clothing,16,58.2,30.8,3,0,nan,Germany,385.8,2.44,16,389.09,4,646.83,,,,,,
INV107264,CUST1967,11/25/2023,Beauty,4,38.81,44.5,2,1,Email,USA,281.5,8.59,7,0,2,94.75,,,,,,
INV101472,CUST1413,11/25/2023,Electronics,7,74.58,6.2,,1,Ads,UK,167.9,11.17,8,0,3,500.86,,,,,,
INV101477,CUST1673,11/25/2023,Home,8,63.71,42.1,4,0,Organic,USA,86.2,13.14,9,245.17,2,308.24,,,,,,
INV103531,CUST1951,11/25/2023,Clothing,5,38.51,21.3,3,1,Ads,Canada,303.8,9.56,5,0,3,161.1,,,,,,
INV106037,CUST1445,11/25/2023,Home,12,49.58,0,2,0,Referral,Germany,402.2,15.83,13,238.31,2,610.79,,,,,,
INV102568,CUST1231,11/25/2023,Sports,14,39.65,0,5,0,Social,USA,294.8,10.92,15,394.82,2,566.02,,,,,,
INV102531,CUST1609,11/25/2023,Clothing,14,39.34,31.9,2,0,Ads,USA,230.4,10.12,14,456.1,3,385.19,,,,,,
INV100981,CUST1403,11/25/2023,Home,14,27.91,0,4,0,Social,USA,339.1,14.44,15,396.86,4,405.18,,,,,,
INV104814,CUST1242,11/25/2023,Beauty,7,21.23,0,2,1,Email,Germany,303.5,10.53,7,0,6,159.14,,,,,,
INV102748,CUST1856,11/25/2023,Electronics,11,77.13,0,2,0,Organic,USA,395.8,17.77,12,239.3,1,866.2,,,,,,
INV104545,CUST1010,11/25/2023,Clothing,8,34.94,0,,1,Referral,UK,272.3,10.21,9,0,4,289.73,,,,,,
INV100421,CUST1677,11/25/2023,Sports,4,44.72,34.9,4,1,Email,Australia,123.2,6.1,5,0,2,122.55,,,,,,
INV106264,CUST1615,11/25/2023,Electronics,9,114.12,49.4,2,0,Ads,USA,97.6,13.18,9,461.94,2,532.88,,,,,,
INV105959,CUST1390,11/25/2023,Clothing,8,30.07,0,3,1,Organic,UK,391.6,14.38,10,0,1,254.94,,,,,,
INV105622,CUST1611,11/25/2023,Clothing,14,34.4,0,,0,Organic,UK,423.7,10.62,14,468.77,1,492.22,,,,,,
INV104324,CUST1649,11/25/2023,Home,12,66.37,35.8,3,0,Referral,Australia,355,15.33,12,355.69,1,526.64,,,,,,
INV105616,CUST1329,11/25/2023,Home,5,44.57,18,3,0,Ads,USA,30,3.7,7,305.43,3,186.44,,,,,,
INV102218,CUST1410,11/25/2023,Clothing,14,27.29,0,5,0,Ads,UK,378.9,13.13,15,341.96,3,395.19,,,,,,
INV107355,CUST1121,11/25/2023,Toys,18,19.37,0,3,0,Email,France,491.1,14.65,19,529.57,3,363.31,,,,,,
INV107003,CUST1993,11/25/2023,Clothing,9,54.83,52.3,5,0,Social,USA,259.5,3.92,11,207.05,5,239.31,,,,,,
INV101509,CUST1245,11/25/2023,Clothing,12,46.68,21.8,3,0,Ads,France,307,11.7,12,363.15,2,449.75,,,,,,
INV103282,CUST1461,11/25/2023,Electronics,8,151.11,40.4,4,0,Organic,Germany,360.9,9.94,8,71.5,1,730.43,,,,,,
INV100444,CUST1161,11/25/2023,Clothing,45,132.44,36.1,5,0,Email,USA,368.4,12.43,9,283.93,3,3820.74,,,,,,
INV106787,CUST1531,11/25/2023,Home,14,58.11,15.8,4,0,Social,USA,362.7,0,15,384.39,4,685,,,,,,
INV109358,CUST1883,11/25/2023,Clothing,12,29.27,25.3,4,0,Referral,Germany,383.4,9.92,14,325.65,2,272.3,,,,,,
INV103895,CUST1838,11/25/2023,Electronics,9,116.07,43.9,3,0,Referral,USA,172.6,6.7,10,414.92,1,592.74,,,,,,
INV101145,CUST1249,11/25/2023,Electronics,12,89.86,0,3,0,Organic,Germany,293.3,7.08,13,177.05,3,1085.4,,,,,,
INV102620,CUST1244,11/25/2023,Clothing,15,33.56,0,5,0,Organic,USA,426.8,2.16,16,244.19,3,505.56,,,,,,
INV100116,CUST1473,11/25/2023,Home,11,35.94,0,2,1,Email,UK,346.7,8.55,12,0,2,403.89,,,,,,
INV105143,CUST1601,11/25/2023,Home,18,65.74,34.7,5,0,Email,UK,418.5,10.76,18,312.11,6,783.47,,,,,,
INV105853,CUST1666,11/25/2023,Sports,7,36.99,21.5,4,0,Organic,USA,100.4,1.82,7,170.48,4,205.08,,,,,,
INV100051,CUST1104,11/25/2023,Sports,12,64.24,54.5,4,0,Social,UK,462,4.11,15,180.6,2,354.86,,,,,,
INV101140,CUST1957,11/25/2023,Home,7,48.38,7.3,4,1,Organic,USA,186.3,12.89,8,0,4,326.83,,,,,,
INV105778,CUST1718,11/25/2023,Clothing,9,36.47,40.8,4,1,Referral,USA,290.1,20.77,9,0,3,215.08,,,,,,
INV107930,CUST1765,11/25/2023,Sports,12,28.78,0,4,0,Email,Germany,138,19.07,14,417.88,1,364.43,,,,,,
INV100219,CUST1512,11/25/2023,Home,15,38.97,0,5,0,Organic,Germany,442.8,0.88,16,345.03,2,585.43,,,,,,
INV107002,CUST1351,11/25/2023,Home,19,92.06,52.2,4,0,Email,UK,669.6,11.06,20,264.92,5,847.15,,,,,,
INV103873,CUST1411,11/25/2023,Home,1,50.16,35.5,4,1,Organic,USA,66.5,9.78,2,0,1,42.13,,,,,,
INV101148,CUST1583,11/25/2023,Toys,12,19.19,0,4,0,Ads,Germany,313.7,10.17,14,271.59,3,240.45,,,,,,
INV102353,CUST1405,11/25/2023,Beauty,12,24.45,0,,1,Referral,USA,,7.71,13,0,5,301.11,,,,,,
INV109367,CUST1440,11/25/2023,Beauty,7,34.88,49.5,4,1,Ads,USA,225.3,8.75,7,0,3,132.05,,,,,,
INV102188,CUST1997,11/25/2023,Clothing,7,29.18,11,3,1,Ads,USA,183.5,19.96,8,0,3,201.75,,,,,,
INV100707,CUST1118,11/25/2023,Electronics,1,76.23,0,4,1,Organic,USA,30,9.48,1,0,5,85.71,,,,,,
INV102431,CUST1038,11/26/2023,Home,8,49.24,0,4,1,Ads,USA,413.1,13.03,9,0,1,406.95,,,,,,
INV103628,CUST1918,11/26/2023,Home,12,49.18,25.6,2,0,Social,Germany,243.5,10.95,12,450.68,1,450.03,,,,,,
INV100094,CUST1464,11/26/2023,Clothing,14,43.87,11.7,4,0,Ads,USA,411.2,5.48,14,399.55,3,547.8,,,,,,
INV105989,CUST1062,11/26/2023,Home,11,47.28,0,5,0,Ads,Australia,376,14.33,12,172.89,3,534.41,,,,,,
INV100571,CUST1759,11/26/2023,Beauty,5,20.51,0,4,1,Organic,USA,159.9,9.48,7,0,5,112.03,,,,,,
INV102244,CUST1053,11/26/2023,Beauty,18,26.87,0,,0,Ads,USA,547.5,13.64,19,436.21,3,497.3,,,,,,
INV102481,CUST1449,11/26/2023,Electronics,12,94.08,0,5,0,Email,USA,277.4,4.4,12,426.41,2,1133.36,,,,,,
INV106729,CUST1135,11/26/2023,Beauty,9,26.23,0,5,1,Referral,UK,304.1,8.98,9,0,3,245.05,,,,,,
INV100811,CUST1047,11/26/2023,Clothing,8,28.05,0,,0,Referral,Germany,30,5.57,9,400.78,5,229.97,,,,,,
INV108805,CUST1635,11/26/2023,Home,11,50.6,0,4,0,Email,USA,428.7,13.94,16,279.35,2,570.54,,,,,,
INV108490,CUST1493,11/26/2023,Clothing,8,23.38,0,3,0,Organic,USA,212.1,9.86,8,84.61,4,196.9,,,,,,
INV108340,CUST1799,11/26/2023,Sports,15,42.56,11.9,3,0,Email,France,299.4,5.19,15,411.39,5,567.62,,,,,,
INV105764,CUST1681,11/26/2023,Home,33,179.06,43.2,4,0,Organic,USA,386.7,4.11,12,210.58,3,3360.41,,,,,,
INV102722,CUST1019,11/26/2023,Electronics,12,83.52,19.6,5,0,Organic,Germany,405.3,15.64,13,282.76,4,821.44,,,,,,
INV101026,CUST1772,11/26/2023,Home,7,43.26,0,4,1,Referral,USA,192.6,2.9,8,0,2,305.72,,,,,,
INV106032,CUST1129,11/26/2023,Sports,9,62.77,24.2,4,1,Email,France,375,4.84,10,0,5,433.06,,,,,,
INV108316,CUST1266,11/26/2023,Clothing,8,36.48,0,4,1,Ads,USA,384.8,1.72,9,0,4,293.56,,,,,,
INV105543,CUST1926,11/26/2023,Home,12,39.98,27.2,4,0,Email,UK,265.8,15.87,16,401.89,1,365.14,,,,,,
INV105368,CUST1354,11/26/2023,Electronics,12,102.55,0,4,0,Referral,Germany,336.5,0.45,12,246.1,2,1231.05,,,,,,
INV108394,CUST1601,11/26/2023,Electronics,9,129.85,49.9,2,0,Organic,USA,295.5,15.06,9,184.3,4,600.55,,,,,,
INV105340,CUST1298,11/26/2023,Electronics,14,83.62,0,4,0,Organic,USA,307,13.93,17,410.79,2,1184.61,,,,,,
INV102999,CUST1176,11/26/2023,Beauty,11,32.4,11.3,3,0,Referral,Australia,414.5,5.51,12,135.18,6,321.64,,,,,,
INV104663,CUST1268,11/26/2023,Electronics,12,84.37,0,,0,Social,Germany,204.8,11.19,13,455.41,3,1023.63,,,,,,
INV104948,CUST1047,11/26/2023,Clothing,8,27.04,0,,1,Social,USA,352.6,8.15,8,0,3,224.47,,,,,,
INV107591,CUST1514,11/26/2023,Home,18,48.1,0,5,0,Referral,USA,575.3,7.4,20,388.85,2,873.2,,,,,,
INV104684,CUST1689,11/26/2023,Home,8,60.64,38.6,3,0,Email,UK,127.3,15.31,10,224.08,5,313.17,,,,,,
INV100308,CUST1235,11/26/2023,Toys,11,33.76,51.1,5,0,Email,UK,260.9,3.12,12,347.02,4,184.72,,,,,,
INV103877,CUST1222,11/26/2023,Toys,9,25.71,0,1,1,Organic,USA,367.1,8.46,10,0,4,239.85,,,,,,
INV104755,CUST1578,11/26/2023,Sports,12,30.7,0,4,0,Ads,USA,170.6,9.51,14,357.81,3,377.91,,,,,,
INV106505,CUST1751,11/26/2023,Electronics,12,101.56,0,3,0,Organic,USA,360.4,9.48,12,349.04,3,1228.2,,,,,,
INV106516,CUST1602,11/26/2023,Toys,12,19.93,0,1,0,Organic,UK,406.8,13.26,13,210.21,3,252.42,,,,,,
INV106527,CUST1532,11/26/2023,Home,8,36.38,8.8,,0,Email,USA,,8.22,9,231.12,4,273.65,,,,,,
INV101309,CUST1461,11/26/2023,Home,14,36.69,0,4,0,Referral,Canada,324.4,8.42,15,303.88,1,522.08,,,,,,
INV104727,CUST1862,11/26/2023,Electronics,14,135.43,23.4,4,0,Email,Australia,411.7,11.07,15,238.64,2,1463.42,,,,,,
INV102950,CUST1580,11/26/2023,Sports,8,44.92,26.9,3,0,nan,USA,171.5,5.65,8,363.31,4,268.34,,,,,,
INV103496,CUST1206,11/26/2023,Home,19,80.67,47,4,0,Email,USA,408.3,14.78,20,380.74,3,827.13,,,,,,
INV106377,CUST1673,11/26/2023,Electronics,14,78.16,0,4,0,Ads,USA,213.6,16.62,15,431.49,2,1110.86,,,,,,
INV104804,CUST1269,11/26/2023,Clothing,9,31.18,0,5,1,Organic,France,426.5,9.61,11,0,4,290.23,,,,,,
INV102838,CUST1042,11/26/2023,Beauty,15,20.59,0,3,0,Organic,Australia,282.2,7.24,16,318.66,6,316.09,,,,,,
INV101962,CUST1282,11/26/2023,Home,12,59.28,24.2,4,0,Email,UK,355.6,11.84,12,343.28,3,551.05,,,,,,
INV102044,CUST1968,11/26/2023,Clothing,5,25.42,0,4,0,Referral,Germany,62.1,6.54,6,336.57,1,133.64,,,,,,
INV102895,CUST1105,11/26/2023,Clothing,5,52.08,55,4,1,Email,USA,168.9,15.6,6,0,4,132.78,,,,,,
INV108090,CUST1471,11/26/2023,Clothing,5,47.51,54.3,3,1,Referral,France,227.3,12.47,5,0,4,121.03,,,,,,
INV104786,CUST1774,11/26/2023,Electronics,60,372.2,0,4,0,Referral,USA,312.5,11.06,12,222.51,4,22343.06,,,,,,
INV107620,CUST1224,11/26/2023,Electronics,9,146.23,40.1,4,0,Referral,USA,320.9,1.4,9,326.58,4,789.73,,,,,,
INV106399,CUST1227,11/26/2023,Electronics,15,97.64,0,,0,Referral,UK,320.3,10.88,15,375.26,1,1475.48,,,,,,
INV100725,CUST1754,11/26/2023,Clothing,9,38.7,18.5,4,1,Ads,Australia,297.6,2.05,10,0,3,285.91,,,,,,
INV103832,CUST1434,11/26/2023,Clothing,7,29.58,0,4,1,nan,France,183.9,0.63,9,0,3,207.69,,,,,,
INV101852,CUST1231,11/27/2023,Clothing,18,27.89,8.5,3,0,Email,USA,,15.11,19,563.45,2,474.46,,,,,,
INV108171,CUST1782,11/27/2023,Home,12,47.63,0,5,0,Social,USA,328,16.94,12,225.59,2,588.5,,,,,,
INV108021,CUST1685,11/27/2023,Home,5,62.79,32.4,5,0,Ads,USA,152.5,12.71,6,158.59,4,224.94,,,,,,
INV108485,CUST1654,11/27/2023,Clothing,14,41.84,20.8,4,0,Email,UK,,8.84,17,302.28,5,472.76,,,,,,
INV106651,CUST1587,11/27/2023,Home,7,37.92,0,3,1,Email,USA,316.4,5.77,7,0,1,271.21,,,,,,
INV104348,CUST1417,11/27/2023,Clothing,5,66.3,49.5,4,1,Organic,Australia,276.5,8.83,8,0,3,176.24,,,,,,
INV107670,CUST1996,11/27/2023,Clothing,14,28.18,0,4,0,Ads,Germany,350,12.33,15,414.6,2,406.85,,,,,,
INV109454,CUST1015,11/27/2023,Clothing,7,32.34,27.7,4,1,Email,Canada,200.8,13.25,9,0,1,176.92,,,,,,
INV104938,CUST1133,11/27/2023,Home,11,41.07,0,3,0,Organic,Germany,319.4,15.03,11,152.95,2,466.8,,,,,,
INV108447,CUST1134,11/27/2023,Home,8,37.8,0,3,1,Email,Germany,410.3,13.18,8,0,3,315.58,,,,,,
INV101355,CUST1239,11/27/2023,Home,14,58.13,7.7,5,1,nan,USA,461.7,13.3,17,0,2,764.46,,,,,,
INV108778,CUST1936,11/27/2023,Electronics,9,152.26,46.4,4,0,Ads,USA,330.6,12.15,11,209.91,5,746.65,,,,,,
INV102090,CUST1619,11/27/2023,Clothing,8,34.38,0,4,0,Email,USA,340.1,3.38,11,175.96,3,278.42,,,,,,
INV106099,CUST1585,11/27/2023,Electronics,8,105.7,0,3,1,Ads,France,306.7,9.01,8,0,6,854.61,,,,,,
INV105153,CUST1407,11/27/2023,Home,8,35.1,0,,1,Ads,USA,284.2,0,9,0,2,280.8,,,,,,
INV103541,CUST1204,11/27/2023,Home,18,52.37,0,4,0,Organic,France,586.2,12.46,18,293.57,4,955.12,,,,,,
INV104453,CUST1804,11/27/2023,Beauty,12,23.88,0,4,1,Organic,UK,482.6,9.82,14,0,4,296.38,,,,,,
INV107011,CUST1716,11/27/2023,Clothing,8,43.43,17.1,4,0,Email,Canada,218.6,0,11,208.55,4,288.03,,,,,,
INV104524,CUST1787,11/27/2023,Home,9,36.54,0,3,1,Organic,Canada,383.7,12.83,9,0,4,341.69,,,,,,
INV106300,CUST1859,11/27/2023,Clothing,9,32.64,35.4,4,0,Organic,France,292.2,8.74,9,235.68,5,198.51,,,,,,
INV100385,CUST1051,11/27/2023,Home,11,78.08,40.9,,0,Social,USA,317.5,10.43,12,165,5,518.03,,,,,,
INV103828,CUST1474,11/27/2023,Clothing,9,34.18,18.7,5,0,Referral,USA,246.6,9.01,12,217.09,5,259.11,,,,,,
INV105467,CUST1872,11/27/2023,Clothing,4,21.63,0,,1,Organic,USA,192.5,7.69,4,0,4,94.21,,,,,,
INV102211,CUST1359,11/27/2023,Electronics,16,108.41,0,3,0,Ads,Australia,571.6,14.7,16,272.68,3,1749.26,,,,,,
INV104025,CUST1664,11/27/2023,Sports,8,50.11,34.9,1,0,nan,France,257.3,10.14,11,243,3,271.11,,,,,,
INV102197,CUST1623,11/27/2023,Sports,8,42.55,8,,1,Ads,USA,301.4,7.13,12,0,2,320.3,,,,,,
INV106878,CUST1372,11/27/2023,Clothing,12,42,30,1,0,Social,USA,375.3,11.26,13,219.97,1,364.06,,,,,,
INV106522,CUST1305,11/27/2023,Electronics,9,136.36,35.6,3,1,Organic,UK,282.6,15.97,9,0,2,806.31,,,,,,
INV103148,CUST1215,11/27/2023,Home,9,63.81,24.1,3,0,nan,Canada,379.8,4.85,10,73.6,5,440.74,,,,,,
INV106418,CUST1887,11/27/2023,Beauty,11,30.65,11.4,3,0,Ads,Australia,388.6,14.72,12,143.36,3,313.43,,,,,,
INV107494,CUST1313,11/27/2023,Clothing,18,39.85,0,,0,Email,USA,411.8,11.64,19,469.82,1,728.94,,,,,,
INV102149,CUST1420,11/27/2023,Beauty,5,33.03,20.2,2,0,Email,USA,128.1,13.38,6,198.76,6,145.17,,,,,,
INV107250,CUST1926,11/27/2023,Beauty,15,30.82,30.1,2,0,Ads,USA,320.6,0,16,446.76,4,323.15,,,,,,
INV105554,CUST1946,11/27/2023,Clothing,11,27.34,0,,0,Organic,USA,380.8,8.74,11,204.17,2,309.48,,,,,,
INV103818,CUST1402,11/28/2023,Sports,5,45.32,23.1,4,1,Social,USA,242.7,13.11,7,0,4,187.37,,,,,,
INV106603,CUST1637,11/28/2023,Electronics,14,113,0,4,1,Email,France,530,16.14,16,0,3,1598.14,,,,,,
INV104223,CUST1580,11/28/2023,Electronics,7,77.71,0,4,1,Organic,Australia,221.3,12.76,7,0,5,556.73,,,,,,
INV106091,CUST1901,11/28/2023,Home,5,48.95,9.9,1,1,Organic,France,308.2,14.09,6,0,2,234.61,,,,,,
INV106280,CUST1385,11/28/2023,Electronics,11,77.87,0,4,0,Social,UK,216.8,8.06,13,547.01,4,864.63,,,,,,
INV103859,CUST1211,11/28/2023,Clothing,18,35.79,0,4,0,Referral,UK,504.7,8.88,18,414.47,5,653.1,,,,,,
INV106143,CUST1307,11/28/2023,Clothing,16,32.17,0,3,0,Ads,USA,438.3,5.24,17,356.28,5,519.96,,,,,,
INV106412,CUST1301,11/28/2023,Beauty,11,24.34,15.9,4,0,Ads,USA,257.4,14.49,14,253.51,2,239.66,,,,,,
INV101110,CUST1370,11/28/2023,Clothing,9,32.56,0,4,0,Organic,USA,253.8,8.93,11,244.35,4,301.97,,,,,,
INV106908,CUST1298,11/28/2023,Clothing,18,24.39,0,4,0,Organic,USA,669.5,9.16,19,327.6,5,448.18,,,,,,
INV102917,CUST1281,11/28/2023,Home,16,48.04,0,4,0,Ads,Australia,510.5,11.14,17,365.56,5,779.78,,,,,,
INV107988,CUST1506,11/28/2023,Sports,11,37.53,0,3,0,Organic,USA,412.2,10.15,12,173.54,3,422.98,,,,,,
INV103650,CUST1273,11/28/2023,Clothing,2,41.37,34.2,1,1,Social,UK,,2.18,4,0,1,56.62,,,,,,
INV102772,CUST1536,11/28/2023,Sports,9,40.89,12.7,3,0,Referral,UK,210.5,18.52,10,380.22,2,339.79,,,,,,
INV107289,CUST1084,11/28/2023,Toys,14,18.97,0,5,0,Social,Germany,407.1,0,15,324.76,3,265.58,,,,,,
INV108902,CUST1099,11/28/2023,Toys,12,39.29,46.2,2,0,Ads,Australia,467.3,5.59,14,248.82,1,259.25,,,,,,
INV108912,CUST1254,11/28/2023,Sports,16,53.05,22.3,2,0,Social,USA,392.3,14.91,16,370.82,3,674.43,,,,,,
INV103627,CUST1654,11/28/2023,Home,8,66.2,40.5,4,1,Organic,Germany,388.3,12.95,9,0,2,328.06,,,,,,
INV107885,CUST1823,11/28/2023,Beauty,12,30.16,0,2,0,Organic,USA,359.6,6.28,13,270.34,3,368.2,,,,,,
INV103561,CUST1935,11/28/2023,Clothing,11,20.17,0,3,0,Email,France,226.2,9.99,12,313.53,3,231.86,,,,,,
INV100393,CUST1771,11/28/2023,Home,8,40.46,0,4,0,Social,USA,87.2,3.23,11,373.66,4,326.91,,,,,,
INV105392,CUST1995,11/28/2023,Electronics,8,135.2,48.3,1,0,Organic,USA,186.6,9.38,9,260.95,3,568.57,,,,,,
INV102698,CUST1101,11/28/2023,Clothing,5,31.41,0,,1,Email,USA,265.9,14.44,5,0,1,171.49,,,,,,
INV102991,CUST1938,11/28/2023,Electronics,12,119.7,14.2,4,0,Social,UK,274.4,5.86,12,197.15,4,1238.29,,,,,,
INV105169,CUST1156,11/28/2023,Clothing,5,38.78,29.7,4,1,Referral,USA,290,5.18,5,0,2,141.49,,,,,,
INV100943,CUST1305,11/28/2023,Toys,14,27.16,27.9,4,0,Social,USA,374.1,5.57,15,186.13,2,279.72,,,,,,
INV109077,CUST1649,11/28/2023,Clothing,36,99.81,0,,0,Ads,USA,331.9,12.56,13,226.9,4,3605.72,,,,,,
INV101409,CUST1026,11/28/2023,Electronics,4,77.55,0,5,1,Organic,USA,163.1,14.37,5,0,3,324.57,,,,,,
INV103422,CUST1321,11/28/2023,Clothing,14,24.93,0,4,0,Social,Germany,404.6,10.31,16,233.85,2,359.33,,,,,,
INV103188,CUST1881,11/28/2023,Home,15,51.91,0,1,0,Email,USA,430.9,1.77,16,296.74,3,780.42,,,,,,
INV105007,CUST1696,11/28/2023,Clothing,33,190.12,53.1,2,0,Referral,USA,280.3,9.94,11,270.12,4,2952.43,,,,,,
INV103397,CUST1155,11/28/2023,Sports,7,49.61,32.2,2,0,Referral,USA,174.5,9.02,10,354.76,5,244.47,,,,,,
INV103319,CUST1620,11/28/2023,Clothing,14,27.99,0,,0,Email,Australia,272.5,12.13,14,301.13,2,403.99,,,,,,
INV107668,CUST1257,11/28/2023,Beauty,14,33.85,27.2,3,0,Organic,USA,421.3,2.47,14,182.01,5,347.47,,,,,,
INV105206,CUST1623,11/28/2023,Clothing,5,42.15,23,2,1,Organic,France,241,22.38,6,0,2,184.66,,,,,,
INV105722,CUST1145,11/28/2023,Toys,16,24.72,0,3,0,Email,USA,469.9,7.84,16,351.37,3,403.36,,,,,,
INV100860,CUST1543,11/28/2023,Sports,9,34.58,0,4,0,Organic,UK,206.5,8.67,9,317.42,2,319.89,,,,,,
INV102654,CUST1895,11/28/2023,Home,11,57.52,13.3,3,0,Email,UK,206.4,13.55,12,465.4,4,562.12,,,,,,
INV105787,CUST1186,11/28/2023,Sports,11,55.02,41.4,4,0,Organic,USA,282.7,2.24,11,374.61,7,356.9,,,,,,
INV108300,CUST1048,11/28/2023,Toys,5,28.11,31.9,5,0,Email,Germany,30,11.15,5,374.3,4,106.86,,,,,,
INV109368,CUST1930,11/28/2023,Electronics,16,172.17,52.1,3,0,Organic,USA,366.5,28.42,17,378.56,4,1347.93,,,,,,
INV100467,CUST1083,11/28/2023,Electronics,11,110.4,14.1,3,0,Social,USA,360.7,5.8,13,283.35,4,1048.97,,,,,,
INV100113,CUST1746,11/28/2023,Electronics,14,155.17,30.8,4,1,Email,USA,595.9,18.52,15,0,3,1521.81,,,,,,
INV106880,CUST1055,11/28/2023,Electronics,7,90.56,0,4,0,nan,USA,136.4,10.45,7,355.94,7,644.37,,,,,,
INV101041,CUST1970,11/28/2023,Home,15,76.92,16.9,4,0,Organic,UK,447.4,11.72,18,150.6,4,970.53,,,,,,
INV105820,CUST1011,11/28/2023,Beauty,14,27.05,31.2,4,0,Social,UK,343.9,11.55,14,400.9,2,272.1,,,,,,
INV100524,CUST1836,11/29/2023,Home,11,37.52,0,3,0,Organic,USA,269.2,1.24,11,262.72,3,413.96,,,,,,
INV104620,CUST1436,11/29/2023,Home,9,32.53,0,4,1,Referral,USA,433.1,15.71,11,0,3,308.48,,,,,,
INV108128,CUST1182,11/29/2023,Home,14,64.92,25.6,4,0,Referral,Germany,365.5,11.32,16,306.73,3,687.53,,,,,,
INV101805,CUST1316,11/29/2023,Electronics,12,100.4,0,2,1,Organic,USA,558.7,5.09,13,0,2,1209.89,,,,,,
INV108581,CUST1637,11/29/2023,Clothing,9,27.43,0,,1,Organic,USA,428.4,4.42,11,0,3,251.29,,,,,,
INV104949,CUST1101,11/29/2023,Toys,7,31.49,36.4,,0,nan,USA,112.8,0,8,358.5,4,140.19,,,,,,
